customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges,TotalCharges1
6727-IOTLZ,Male,0,Yes,No,14,1,No,DSL,No,Yes,Yes,1,1,1,Two year,No,Mailed check,81.95,0,1181.75,1181.75
0691-JVSYA,Female,0,Yes,No,53,1,No,Fiber optic,No,No,Yes,0,1,1,One year,Yes,Bank transfer (automatic),94.85,1,5000.2,5000.2
5918-VUKWP,Female,0,No,No,32,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Bank transfer (automatic),20.55,0,654.55,654.55
1744-JHKYS,Female,0,Yes,No,34,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Electronic check,24.7,0,780.2,780.2
2656-FMOKZ,Female,1,No,No,15,1,Yes,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Mailed check,74.45,1,1145.7,1145.7
2070-FNEXE,Female,1,No,No,7,1,No,Fiber optic,Yes,No,No,0,0,0,Month-to-month,No,Bank transfer (automatic),76.45,1,503.6,503.6
5947-SGKCL,Female,0,Yes,Yes,15,1,Yes,Fiber optic,No,Yes,Yes,0,1,1,Month-to-month,Yes,Bank transfer (automatic),105.35,0,1559.25,1559.25
3712-PKXZA,Male,0,Yes,No,61,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,Yes,Credit card (automatic),20.55,0,1252.0,1252.0
6317-YPKDH,Female,0,No,No,1,0,No phone service,DSL,No,Yes,No,0,0,0,Month-to-month,No,Bank transfer (automatic),29.95,1,29.95,29.95
6582-OIVSP,Female,0,No,No,1,1,No,DSL,No,No,No,0,0,0,Month-to-month,No,Mailed check,45.3,0,45.3,45.3
9367-WXLCH,Male,0,No,No,8,1,Yes,Fiber optic,No,No,No,0,0,1,Month-to-month,No,Bank transfer (automatic),84.5,1,662.65,662.65
5524-KHNJP,Male,0,Yes,Yes,33,1,No,DSL,Yes,No,Yes,0,1,1,One year,No,Credit card (automatic),74.75,0,2453.3,2453.3
1918-ZBFQJ,Female,0,No,No,13,1,No,Fiber optic,No,Yes,Yes,0,0,0,Month-to-month,Yes,Electronic check,79.25,1,1111.65,1111.65
1024-GUALD,Female,0,Yes,No,1,0,No phone service,DSL,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,24.8,1,24.8,24.8
4827-USJHP,Male,0,No,No,20,1,No,DSL,No,Yes,No,0,0,0,Month-to-month,Yes,Mailed check,51.8,0,1023.85,1023.85
8167-GJLRN,Male,0,No,No,3,0,No phone service,DSL,No,No,No,1,0,0,Month-to-month,No,Electronic check,30.4,0,82.15,82.15
0956-SYCWG,Female,0,No,No,13,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Electronic check,19.65,0,244.8,244.8
8017-UVSZU,Female,0,Yes,No,40,1,Yes,DSL,No,Yes,No,0,0,0,Month-to-month,No,Credit card (automatic),56.6,0,2379.1,2379.1
7100-FQPRV,Male,0,Yes,Yes,43,1,Yes,DSL,Yes,No,No,1,0,1,One year,Yes,Credit card (automatic),71.9,0,3173.35,3173.35
2472-OVKUP,Male,0,Yes,No,6,1,No,Fiber optic,No,Yes,Yes,0,0,1,Month-to-month,Yes,Electronic check,91.0,1,531.0,531.0
2984-RGEYA,Female,0,Yes,Yes,69,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Bank transfer (automatic),19.75,0,1375.4,1375.4
9680-NIAUV,Female,0,Yes,Yes,72,1,Yes,Fiber optic,Yes,Yes,Yes,0,1,1,Two year,No,Credit card (automatic),109.7,0,8129.3,8129.3
2146-EGVDT,Male,0,Yes,Yes,59,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Credit card (automatic),19.3,0,1192.7,1192.7
2604-IJPDU,Female,0,Yes,No,20,1,No,Fiber optic,Yes,Yes,No,1,1,0,Month-to-month,Yes,Electronic check,96.55,0,1901.65,1901.65
9178-JHUVJ,Male,0,Yes,Yes,24,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,Yes,Bank transfer (automatic),24.1,0,587.4,587.4
6168-YBYNP,Male,0,No,No,59,1,Yes,Fiber optic,No,Yes,Yes,1,1,1,Month-to-month,Yes,Electronic check,111.35,0,6519.75,6519.75
7255-SSFBC,Male,0,Yes,Yes,72,1,Yes,Fiber optic,No,Yes,Yes,1,1,1,Two year,Yes,Bank transfer (automatic),112.25,0,8041.65,8041.65
3645-DEYGF,Male,0,No,Yes,1,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,20.75,0,20.75,20.75
9323-HGFWY,Female,0,Yes,No,27,1,No,Fiber optic,Yes,No,No,1,1,1,One year,Yes,Credit card (automatic),101.9,0,2681.15,2681.15
8544-GOQSH,Female,0,No,No,14,1,No,Fiber optic,No,Yes,No,1,0,0,Month-to-month,Yes,Credit card (automatic),80.05,0,1112.3,1112.3
3363-DTIVD,Male,0,Yes,Yes,71,1,Yes,Fiber optic,Yes,No,Yes,0,1,1,Two year,No,Electronic check,105.55,0,7405.5,7405.5
7018-WBJNK,Male,0,No,Yes,13,1,No,Fiber optic,No,No,No,0,1,0,Month-to-month,Yes,Credit card (automatic),78.3,0,1033.95,1033.95
9142-KZXOP,Male,0,No,No,44,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,No,Credit card (automatic),68.85,0,2958.95,2958.95
7674-YTAFD,Female,0,No,No,33,1,No,Fiber optic,No,Yes,No,1,0,0,One year,Yes,Bank transfer (automatic),79.95,0,2684.85,2684.85
6348-SNFUS,Male,0,Yes,Yes,72,0,No phone service,DSL,Yes,Yes,Yes,1,0,1,Two year,Yes,Credit card (automatic),55.45,0,4179.2,4179.2
1285-OKIPP,Male,0,No,No,1,1,No,Fiber optic,No,No,No,0,0,1,Month-to-month,No,Electronic check,79.9,1,79.9,79.9
7825-ECJRF,Female,0,No,No,19,1,No,Fiber optic,Yes,No,Yes,1,1,1,Month-to-month,Yes,Electronic check,106.6,1,1934.45,1934.45
1347-KTTTA,Male,0,Yes,No,64,1,No,Fiber optic,No,Yes,Yes,1,1,1,One year,Yes,Credit card (automatic),102.45,0,6654.1,6654.1
7841-TZDMQ,Male,0,No,No,2,1,No,DSL,No,No,No,0,0,0,Month-to-month,Yes,Credit card (automatic),46.0,1,84.5,84.5
4195-NZGTA,Female,0,No,No,1,0,No phone service,DSL,No,No,No,0,0,0,Month-to-month,No,Electronic check,25.25,0,25.25,25.25
7157-SMCFK,Male,0,No,Yes,61,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,19.75,0,1124.2,1124.2
4709-LKHYG,Female,0,Yes,Yes,29,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Electronic check,20.0,0,540.05,540.05
2504-DSHIH,Male,1,Yes,No,23,1,Yes,Fiber optic,No,No,No,0,0,1,Month-to-month,No,Electronic check,86.8,0,1975.85,1975.85
0699-NDKJM,Female,0,Yes,No,57,0,No phone service,DSL,Yes,Yes,Yes,0,1,1,Month-to-month,Yes,Bank transfer (automatic),58.75,0,3437.45,3437.45
9286-BHDQG,Male,0,Yes,Yes,72,0,No phone service,DSL,Yes,Yes,Yes,1,0,0,Two year,No,Credit card (automatic),45.25,0,3139.8,3139.8
0230-WEQUW,Male,0,Yes,No,66,0,No phone service,DSL,Yes,Yes,Yes,1,1,0,Two year,Yes,Bank transfer (automatic),56.6,0,3789.2,3789.2
2040-LDIWQ,Male,0,Yes,Yes,65,1,Yes,DSL,No,Yes,Yes,1,1,1,Two year,Yes,Bank transfer (automatic),84.2,0,5324.5,5324.5
6496-JDSSB,Female,0,No,No,8,1,No,Fiber optic,No,No,No,0,1,0,Month-to-month,Yes,Bank transfer (automatic),80.0,0,624.6,624.6
9408-SSNVZ,Female,0,No,No,4,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,70.15,1,268.35,268.35
4443-EMBNA,Female,0,Yes,No,71,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Bank transfer (automatic),24.75,0,1836.9,1836.9
6469-MRVET,Male,0,Yes,Yes,1,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,Yes,Electronic check,20.2,0,20.2,20.2
0742-MOABM,Male,0,Yes,No,4,1,No,DSL,No,No,No,1,0,0,Month-to-month,No,Mailed check,50.05,1,179.35,179.35
5961-VUSRV,Female,0,No,No,12,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,Yes,Bank transfer (automatic),19.35,0,219.35,219.35
6778-JFCMK,Male,0,No,No,24,0,No phone service,DSL,Yes,No,No,0,1,1,One year,Yes,Mailed check,50.6,0,1288.75,1288.75
6341-JVQGF,Female,0,Yes,Yes,31,1,No,DSL,Yes,No,Yes,1,1,1,One year,Yes,Mailed check,81.15,0,2545.75,2545.75
2232-DMLXU,Female,0,Yes,No,1,1,No,DSL,No,No,No,0,1,0,Month-to-month,No,Mailed check,55.2,1,55.2,55.2
4811-JBUVU,Male,0,No,No,30,1,Yes,Fiber optic,No,No,No,1,0,1,Month-to-month,Yes,Credit card (automatic),89.9,0,2723.15,2723.15
0945-TSONX,Female,0,Yes,Yes,47,1,Yes,DSL,Yes,Yes,No,1,1,1,Two year,Yes,Credit card (automatic),85.3,0,4107.25,4107.25
2651-ZCBXV,Male,0,No,No,54,1,Yes,Fiber optic,Yes,Yes,No,1,1,1,Two year,Yes,Credit card (automatic),108.0,0,5760.65,5760.65
3316-UWXUY,Male,0,No,No,50,1,No,Fiber optic,Yes,Yes,No,1,0,1,Month-to-month,Yes,Credit card (automatic),93.5,0,4747.5,4747.5
8937-RDTHP,Male,0,No,No,1,1,No,Fiber optic,Yes,No,No,0,0,1,Month-to-month,Yes,Mailed check,84.6,1,84.6,84.6
7083-MIOPC,Female,0,No,No,72,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Credit card (automatic),20.25,0,1566.9,1566.9
1984-GPTEH,Female,0,No,No,29,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Electronic check,25.15,0,702.0,702.0
1251-KRREG,Male,0,No,No,2,1,Yes,DSL,No,Yes,No,0,0,0,Month-to-month,Yes,Mailed check,54.4,1,114.1,114.1
0621-JFHOL,Female,0,No,No,10,0,No phone service,DSL,No,No,No,1,0,0,Two year,Yes,Mailed check,29.6,0,299.05,299.05
9903-LYSAB,Male,0,Yes,No,18,1,Yes,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,73.15,0,1305.95,1305.95
0094-OIFMO,Female,1,No,No,11,1,No,Fiber optic,No,Yes,No,0,1,1,Month-to-month,Yes,Electronic check,95.0,1,1120.3,1120.3
9227-UAQFT,Male,0,No,No,16,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,19.75,0,284.35,284.35
7301-ABVAD,Female,0,No,No,72,1,Yes,DSL,No,Yes,Yes,1,1,1,Two year,No,Bank transfer (automatic),86.6,0,6350.5,6350.5
6614-FHDBO,Male,0,No,No,72,1,Yes,Fiber optic,No,Yes,Yes,1,1,1,Two year,No,Bank transfer (automatic),109.2,0,7878.3,7878.3
7576-ASEJU,Female,0,Yes,Yes,41,1,No,DSL,Yes,No,No,1,1,1,One year,Yes,Credit card (automatic),74.7,0,3187.65,3187.65
9058-HRZSV,Female,1,Yes,No,65,1,No,Fiber optic,Yes,Yes,Yes,0,0,1,Month-to-month,No,Electronic check,94.4,0,6126.15,6126.15
4522-AKYLR,Female,1,No,No,13,1,No,DSL,No,Yes,Yes,0,0,0,Month-to-month,Yes,Electronic check,54.8,0,731.3,731.3
0221-WMXNQ,Male,1,No,No,4,1,No,Fiber optic,Yes,No,No,0,0,0,Month-to-month,No,Electronic check,75.35,0,273.4,273.4
0303-UNCIP,Male,0,No,No,41,1,Yes,DSL,No,No,Yes,0,0,1,One year,No,Mailed check,65.0,0,2531.8,2531.8
9947-OTFQU,Male,1,No,No,15,1,No,Fiber optic,No,Yes,No,0,0,0,Month-to-month,Yes,Electronic check,74.4,1,1074.3,1074.3
0322-YINQP,Male,0,No,No,1,1,No,DSL,Yes,No,No,0,0,0,Month-to-month,Yes,Mailed check,48.55,1,48.55,48.55
0959-WHOKV,Male,0,No,No,42,1,Yes,Fiber optic,Yes,Yes,Yes,0,0,1,One year,Yes,Electronic check,99.0,0,4298.45,4298.45
4075-JFPGR,Female,0,Yes,No,51,1,No,Fiber optic,Yes,Yes,Yes,0,1,0,One year,Yes,Electronic check,93.5,0,4619.55,4619.55
4629-NRXKX,Female,0,Yes,Yes,2,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,No,Electronic check,70.4,1,147.15,147.15
9514-JDSKI,Male,1,Yes,No,1,0,No phone service,DSL,No,Yes,No,0,1,0,Month-to-month,No,Electronic check,40.2,1,40.2,40.2
3282-ZISZV,Male,0,No,Yes,32,1,Yes,DSL,No,Yes,Yes,1,1,1,One year,No,Credit card (automatic),83.7,0,2633.3,2633.3
3675-YDUPJ,Male,0,No,No,10,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,Yes,Mailed check,19.85,0,193.05,193.05
4111-BNXIF,Female,0,Yes,Yes,67,0,No phone service,DSL,No,Yes,Yes,1,1,1,Two year,Yes,Electronic check,59.55,0,4103.9,4103.9
7017-VFHAY,Female,0,Yes,Yes,61,1,Yes,Fiber optic,Yes,Yes,Yes,1,1,1,Two year,No,Credit card (automatic),115.1,0,7008.15,7008.15
6655-LHBYW,Male,0,No,No,50,1,Yes,Fiber optic,Yes,Yes,Yes,1,1,1,One year,No,Credit card (automatic),114.35,0,5791.1,5791.1
4959-JOSRX,Female,0,Yes,No,2,1,No,DSL,No,No,No,0,0,0,Month-to-month,Yes,Credit card (automatic),44.6,1,80.55,80.55
5046-NUHWD,Female,1,Yes,No,29,0,No phone service,DSL,Yes,No,Yes,0,0,1,Month-to-month,Yes,Electronic check,45.0,0,1228.65,1228.65
7273-TEFQD,Male,1,No,No,3,0,No phone service,DSL,No,No,Yes,0,0,1,Month-to-month,Yes,Electronic check,41.15,1,132.2,132.2
3606-TWKGI,Male,1,No,No,13,1,Yes,Fiber optic,No,Yes,Yes,0,1,1,Month-to-month,Yes,Electronic check,106.9,1,1364.3,1364.3
7529-ZDFXI,Male,1,Yes,No,57,1,Yes,Fiber optic,No,Yes,No,0,0,1,Month-to-month,Yes,Electronic check,89.85,0,4925.35,4925.35
7605-BDWDC,Female,0,No,No,31,0,No phone service,DSL,Yes,Yes,No,1,0,1,Two year,Yes,Bank transfer (automatic),49.85,0,1520.1,1520.1
1950-KSVVJ,Female,0,Yes,No,45,1,Yes,Fiber optic,Yes,Yes,Yes,1,1,1,One year,No,Mailed check,113.3,0,5032.25,5032.25
0123-CRBRT,Female,0,Yes,Yes,61,1,Yes,DSL,Yes,Yes,Yes,1,1,1,Two year,No,Mailed check,88.1,0,5526.75,5526.75
6292-TOSSS,Male,0,No,No,50,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Bank transfer (automatic),24.9,0,1195.25,1195.25
3197-ARFOY,Female,1,No,No,19,1,No,Fiber optic,Yes,Yes,No,1,1,1,Month-to-month,Yes,Mailed check,105.0,0,2007.25,2007.25
6323-AYBRX,Male,0,No,No,59,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,19.35,1,1099.6,1099.6
7014-ZZXAW,Female,0,Yes,No,71,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,Yes,Credit card (automatic),24.25,0,1732.95,1732.95
4385-GZQXV,Female,1,No,No,16,1,No,Fiber optic,No,No,No,1,1,1,Month-to-month,Yes,Electronic check,94.45,1,1511.2,1511.2
7633-MVPUY,Male,0,Yes,No,57,1,No,DSL,Yes,Yes,No,1,0,0,Two year,Yes,Electronic check,59.75,0,3450.15,3450.15
6366-ZGQGL,Male,0,No,No,1,0,No phone service,DSL,No,No,No,0,0,0,Month-to-month,No,Bank transfer (automatic),24.8,1,24.8,24.8
4716-HHKQH,Male,1,Yes,No,20,1,Yes,Fiber optic,No,Yes,No,1,1,1,Month-to-month,No,Electronic check,107.05,0,2172.05,2172.05
5940-AHUHD,Male,0,No,No,1,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,No,Mailed check,70.6,1,70.6,70.6
6432-TWQLB,Male,0,Yes,No,5,1,Yes,Fiber optic,No,Yes,No,1,0,0,Month-to-month,Yes,Electronic check,85.4,1,401.1,401.1
4484-GLZOU,Female,0,Yes,No,52,1,Yes,Fiber optic,No,Yes,Yes,0,1,1,Month-to-month,Yes,Electronic check,105.05,1,5624.85,5624.85
3179-GBRWV,Male,1,Yes,No,21,1,No,DSL,Yes,Yes,No,0,0,1,Month-to-month,Yes,Bank transfer (automatic),64.95,0,1339.8,1339.8
8645-KWHJO,Male,0,No,No,14,0,No phone service,DSL,No,No,Yes,1,1,1,Month-to-month,Yes,Electronic check,55.0,0,771.95,771.95
4130-MZLCC,Female,0,No,No,5,1,No,DSL,No,Yes,No,0,0,0,Month-to-month,No,Bank transfer (automatic),50.55,0,244.75,244.75
0314-TKOSI,Female,0,No,No,6,1,No,DSL,Yes,Yes,No,0,0,0,Month-to-month,No,Mailed check,55.15,0,322.9,322.9
8229-MYEJZ,Female,0,No,No,10,1,No,DSL,No,Yes,No,0,0,0,Month-to-month,No,Electronic check,51.2,0,498.25,498.25
2080-SRCDE,Female,0,No,Yes,1,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,25.4,0,25.4,25.4
9577-WJVCQ,Female,0,No,No,68,1,Yes,DSL,Yes,No,No,0,0,0,Month-to-month,No,Mailed check,54.45,0,3687.75,3687.75
9512-UIBFX,Male,0,Yes,Yes,18,1,No,Fiber optic,No,No,Yes,0,1,1,Month-to-month,No,Mailed check,95.15,1,1779.95,1779.95
6202-DYYFX,Female,0,No,No,22,1,Yes,Fiber optic,No,No,No,0,0,0,One year,Yes,Credit card (automatic),76.0,0,1783.6,1783.6
3808-HFKDE,Female,0,No,No,20,1,No,DSL,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,44.35,0,927.15,927.15
5583-SXDAG,Male,0,Yes,No,1,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,No,Electronic check,70.0,1,70.0,70.0
3488-PGMQJ,Male,1,No,No,8,1,No,Fiber optic,No,Yes,No,0,0,0,Month-to-month,Yes,Electronic check,74.5,1,606.55,606.55
3580-REOAC,Male,0,No,No,10,1,No,DSL,No,No,No,0,0,0,Month-to-month,Yes,Credit card (automatic),44.85,1,435.4,435.4
7534-BFESC,Male,1,No,No,24,1,Yes,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,76.1,1,1712.7,1712.7
3727-OWVYD,Male,0,No,No,35,1,No,DSL,Yes,Yes,Yes,0,0,0,One year,No,Mailed check,61.2,0,2021.2,2021.2
2294-SALNE,Male,0,Yes,Yes,23,1,No,Fiber optic,No,Yes,Yes,1,0,0,One year,No,Mailed check,86.8,0,1940.8,1940.8
4847-TAJYI,Female,1,No,No,6,1,No,Fiber optic,No,No,No,0,1,1,Month-to-month,Yes,Electronic check,89.35,0,567.8,567.8
1563-IWQEX,Female,0,No,No,12,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,19.7,0,220.35,220.35
8203-XJZRC,Male,0,No,No,1,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,No,Mailed check,20.25,0,20.25,20.25
6556-DBKZF,Female,0,Yes,Yes,71,1,No,Fiber optic,No,No,Yes,0,0,0,Two year,No,Electronic check,76.05,0,5436.45,5436.45
6851-WEFYX,Male,1,Yes,No,35,1,Yes,Fiber optic,No,No,Yes,0,1,1,Month-to-month,Yes,Electronic check,100.8,0,3437.5,3437.5
2985-JUUBZ,Male,0,Yes,Yes,40,1,Yes,DSL,No,No,Yes,0,1,1,Month-to-month,Yes,Electronic check,74.55,0,3015.75,3015.75
6390-DSAZX,Female,0,No,Yes,1,1,No,Fiber optic,Yes,No,No,0,0,0,Month-to-month,Yes,Mailed check,73.6,1,73.6,73.6
0895-LMRSF,Male,0,No,No,23,1,No,DSL,No,No,No,0,1,1,One year,Yes,Bank transfer (automatic),64.9,0,1509.8,1509.8
8098-LLAZX,Female,1,No,No,4,1,Yes,Fiber optic,No,No,No,0,1,1,Month-to-month,Yes,Electronic check,95.45,1,396.1,396.1
8266-VBFQL,Male,0,No,No,4,1,No,Fiber optic,No,No,Yes,1,0,1,Month-to-month,Yes,Electronic check,90.4,0,356.65,356.65
8181-YHCMF,Female,0,Yes,Yes,68,0,No phone service,DSL,No,Yes,Yes,1,1,1,Two year,No,Credit card (automatic),60.3,0,4109.0,4109.0
2240-HSJQD,Male,0,No,Yes,38,1,Yes,Fiber optic,No,Yes,No,0,0,0,Month-to-month,Yes,Mailed check,81.85,0,3141.7,3141.7
1248-DYXUB,Male,0,Yes,Yes,52,1,Yes,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Mailed check,24.8,0,1229.1,1229.1
0265-EDXBD,Male,1,Yes,No,32,1,Yes,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,74.9,1,2303.35,2303.35
4115-BNPJY,Male,0,Yes,Yes,29,1,No,DSL,No,No,Yes,1,1,1,Two year,No,Mailed check,75.55,0,2054.4,2054.4
3167-SNQPL,Male,1,Yes,Yes,38,1,Yes,Fiber optic,No,Yes,No,0,1,1,Month-to-month,No,Electronic check,101.15,0,3741.85,3741.85
4091-TVOCN,Male,0,No,Yes,48,1,Yes,DSL,Yes,No,Yes,0,1,1,One year,Yes,Credit card (automatic),78.75,0,3682.45,3682.45
1098-TDVUQ,Female,0,No,No,1,1,No,No,No internet service,No internet service,No internet service,0,0,0,Month-to-month,Yes,Bank transfer (automatic),19.25,0,19.25,19.25
7277-OZCGZ,Female,0,No,No,22,1,No,Fiber optic,Yes,No,No,1,0,1,Month-to-month,Yes,Electronic check,89.05,0,1886.25,1886.25
1557-EMYVT,Female,0,No,No,43,1,Yes,Fiber optic,Yes,Yes,Yes,1,1,1,Two year,No,Credit card (automatic),115.05,0,4895.1,4895.1
2799-ARNLO,Female,1,Yes,No,5,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,69.35,0,341.6,341.6
7563-BIUPC,Male,0,No,No,5,1,No,Fiber optic,No,No,No,0,1,0,Month-to-month,Yes,Electronic check,80.6,1,415.55,415.55
5027-YOCXN,Male,0,Yes,Yes,51,1,Yes,Fiber optic,Yes,Yes,No,1,1,1,One year,No,Credit card (automatic),110.05,0,5686.4,5686.4
3973-SKMLN,Male,0,No,No,71,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,Yes,Credit card (automatic),19.9,0,1355.1,1355.1
2321-OMBXY,Female,0,Yes,Yes,38,1,No,DSL,Yes,Yes,No,1,1,1,One year,No,Credit card (automatic),80.3,1,3058.65,3058.65
2840-XANRC,Male,1,Yes,No,24,1,No,Fiber optic,No,No,Yes,0,1,1,Month-to-month,Yes,Electronic check,93.15,1,2231.05,2231.05
6745-JEFZB,Male,0,Yes,No,35,1,Yes,Fiber optic,No,No,No,1,1,0,Month-to-month,Yes,Credit card (automatic),91.5,0,3236.35,3236.35
5020-ZSTTY,Female,1,No,No,54,1,Yes,DSL,Yes,Yes,No,1,1,1,One year,No,Bank transfer (automatic),82.45,1,4350.1,4350.1
9880-TDQAC,Female,0,Yes,Yes,72,0,No phone service,DSL,No,Yes,Yes,1,1,1,Two year,Yes,Electronic check,60.0,0,4264.0,4264.0
8705-WZCYL,Male,0,No,No,1,1,No,DSL,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,44.8,0,44.8,44.8
7102-JJVTX,Female,0,Yes,Yes,9,1,No,DSL,Yes,No,No,0,0,0,One year,No,Mailed check,48.6,0,422.3,422.3
8626-PTQGE,Male,0,No,No,69,0,No phone service,DSL,Yes,Yes,No,1,1,1,Two year,Yes,Bank transfer (automatic),60.05,0,4176.7,4176.7
4983-CLMLV,Female,0,Yes,No,52,1,Yes,Fiber optic,No,Yes,No,1,1,1,Month-to-month,Yes,Credit card (automatic),102.7,0,5138.1,5138.1
5701-YVSVF,Female,1,Yes,No,11,1,No,Fiber optic,No,No,No,1,1,0,Month-to-month,Yes,Electronic check,82.9,0,880.05,880.05
5804-LEPIM,Female,1,No,No,2,1,No,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,70.35,1,139.05,139.05
5697-GOMBF,Female,1,Yes,Yes,28,0,No phone service,DSL,No,No,No,0,1,0,Month-to-month,Yes,Electronic check,35.9,0,973.65,973.65
2739-CACDQ,Female,1,No,No,17,1,Yes,Fiber optic,No,No,Yes,0,0,0,Month-to-month,Yes,Credit card (automatic),82.65,0,1470.05,1470.05
9385-EHGDO,Female,0,Yes,Yes,35,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,Yes,Mailed check,19.85,0,739.35,739.35
9498-FIMXL,Female,0,No,No,8,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,Yes,Mailed check,19.2,0,161.95,161.95
2379-GYFLQ,Male,0,No,No,46,1,Yes,Fiber optic,No,Yes,Yes,0,1,0,One year,Yes,Credit card (automatic),94.9,0,4422.95,4422.95
0122-OAHPZ,Female,0,No,No,7,1,Yes,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,73.85,1,511.25,511.25
2868-SNELZ,Female,0,No,No,2,1,Yes,Fiber optic,No,No,Yes,0,0,0,Month-to-month,No,Mailed check,80.6,1,155.8,155.8
4322-RCYMT,Male,0,Yes,Yes,68,1,Yes,DSL,No,Yes,Yes,1,0,1,One year,Yes,Bank transfer (automatic),75.8,1,5293.95,5293.95
6680-NENYN,Female,0,No,No,43,1,Yes,Fiber optic,No,Yes,Yes,0,1,1,Two year,Yes,Electronic check,104.6,1,4759.85,4759.85
2088-IEBAU,Female,0,No,No,68,1,Yes,DSL,Yes,Yes,Yes,1,1,1,Two year,Yes,Electronic check,88.15,0,6148.45,6148.45
7982-VCELR,Female,0,No,No,36,1,No,Fiber optic,No,Yes,No,0,1,1,Month-to-month,Yes,Credit card (automatic),94.8,0,3565.65,3565.65
1343-EHPYB,Male,0,Yes,No,63,1,Yes,Fiber optic,No,Yes,Yes,0,1,1,Month-to-month,Yes,Electronic check,103.4,1,6603.0,6603.0
6035-BXTTY,Female,1,No,No,32,1,No,DSL,No,Yes,No,1,0,0,Month-to-month,No,Bank transfer (automatic),54.65,0,1830.1,1830.1
6885-PKOAM,Female,0,Yes,No,71,1,Yes,DSL,Yes,Yes,Yes,1,1,1,Two year,No,Credit card (automatic),85.75,0,6223.8,6223.8
7520-HQWJU,Female,0,Yes,Yes,66,1,Yes,DSL,Yes,Yes,Yes,0,0,0,Month-to-month,Yes,Bank transfer (automatic),67.45,0,4508.65,4508.65
9639-BUJXT,Male,0,No,No,63,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,No,Mailed check,20.5,0,1328.15,1328.15
5924-SNGKP,Female,0,No,Yes,41,1,No,No,No internet service,No internet service,No internet service,0,0,0,One year,Yes,Credit card (automatic),20.25,0,865.0,865.0
0021-IKXGC,Female,1,No,No,1,1,Yes,Fiber optic,No,No,No,0,0,0,Month-to-month,Yes,Electronic check,72.1,0,72.1,72.1
2034-GDRCN,Female,0,No,No,2,1,No,Fiber optic,No,No,No,0,1,1,Month-to-month,Yes,Electronic check,90.4,1,168.2,168.2
8966-SNIZF,Female,0,Yes,No,70,1,No,No,No internet service,No internet service,No internet service,0,0,0,Two year,No,Bank transfer (automatic),19.45,0,1303.5,1303.5
