gender,tenure,PhoneService,TechSupport,StreamingTV,StreamingMovies,Churn,TotalCharges
Male,29,1,0,1,1,0,2211.8
Male,1,1,0,0,0,1,19.55
Female,20,1,1,0,0,0,1683.7
Female,58,1,0,0,0,0,1519.0
Female,14,1,1,0,0,0,1164.05
Male,72,1,0,0,0,0,1710.9
Male,46,1,0,1,0,0,4245.55
Female,71,0,1,1,1,0,4145.9
Male,32,1,0,0,1,0,2664.3
Female,26,0,0,1,1,0,1277.5
Male,68,1,0,0,0,0,5589.3
Male,2,1,0,0,0,0,34.75
Male,61,1,0,0,0,0,1305.95
Female,4,1,0,0,1,1,381.3
Male,3,1,0,0,0,1,141.5
Male,33,1,0,1,1,1,3105.55
Male,9,1,0,0,0,0,204.55
Female,22,1,0,0,0,0,605.9
Female,5,1,0,1,0,0,356.1
Female,30,1,0,0,0,1,2758.15
Male,65,1,1,0,1,0,4805.65
Female,45,1,1,0,0,1,3941.7
Male,5,1,0,0,0,0,92.75
Male,25,1,0,0,0,0,1901.05
Female,72,1,0,0,0,0,5730.7
Female,27,1,0,0,1,0,2423.4
Male,32,0,0,1,1,0,1653.45
Female,30,1,1,1,1,0,3327.05
Male,70,1,1,0,1,0,7085.5
Male,42,1,0,0,0,0,3344.1
Female,72,1,1,1,1,0,6697.35
Female,47,1,1,0,0,0,2879.9
Female,2,1,0,0,0,0,137.1
Male,10,1,0,1,1,1,1008.55
Female,61,1,0,0,0,0,1551.6
Female,5,1,0,0,0,0,202.15
Female,72,1,1,1,1,0,7882.25
Male,72,1,1,1,1,0,8196.4
Female,3,1,0,0,0,0,202.9
Male,48,1,0,0,0,0,855.1
Female,63,1,1,1,0,0,5817.0
Female,27,1,0,0,0,0,1652.95
Male,70,1,0,1,1,0,5600.15
Male,7,1,1,0,1,0,515.75
Male,0,1,0,0,0,0,
Female,2,1,0,1,0,0,190.5
Male,20,1,0,1,1,1,1842.8
Male,66,1,0,0,0,0,1253.8
Female,3,1,0,0,0,0,57.2
Female,15,1,0,0,1,1,1269.55
Female,72,1,1,0,0,0,6563.4
Male,1,1,0,0,0,0,20.8
Female,22,1,0,1,1,1,1907.85
Male,3,1,0,0,0,1,208.85
Female,72,1,1,0,0,0,4758.8
Male,65,1,0,0,0,0,1292.6
Female,11,0,0,1,0,0,363.15
Male,22,1,0,0,0,0,1600.25
Male,14,1,0,0,0,0,275.7
Male,41,1,1,0,0,0,3089.1
Male,17,1,0,0,1,0,1175.6
Male,11,1,0,0,0,0,237.3
Male,15,1,0,1,1,1,1444.65
Female,1,1,0,0,0,1,19.9
Female,5,1,0,0,1,1,454.15
Male,33,1,0,1,1,1,3036.75
Female,72,1,0,1,1,0,8065.65
Female,3,0,0,0,1,0,92.5
Male,2,1,0,0,0,1,184.65
Female,59,1,1,0,1,0,6152.3
Male,2,1,0,0,0,1,89.5
Male,71,1,1,1,1,0,5154.5
Female,5,1,0,0,0,0,220.45
Male,27,1,0,0,0,0,1510.3
Female,1,1,1,0,0,1,52.2
Male,63,0,1,0,0,0,2588.95
Female,46,1,0,1,1,1,4874.8
Male,72,1,0,0,0,0,3983.6
Female,34,1,1,0,0,0,2003.6
Female,24,1,0,1,1,0,1832.4
Male,72,1,1,0,0,0,4908.25
Female,60,0,1,1,1,0,3590.2
Male,68,1,0,0,1,0,5023.0
Female,8,1,0,0,0,0,146.6
Female,34,1,1,1,0,0,2339.3
Female,6,0,0,1,1,0,298.7
Male,2,1,1,0,1,0,143.65
Male,31,1,1,0,0,0,2548.65
Female,20,1,0,0,0,0,507.4
Female,1,1,0,0,0,0,20.0
Male,62,1,0,1,1,1,6125.4
Female,70,1,0,0,0,0,5411.4
Female,10,1,1,1,1,1,1058.25
Male,39,1,0,0,0,0,903.8
Female,46,1,1,1,0,0,3009.5
Male,6,1,0,1,0,1,489.45
Female,72,1,0,1,1,0,5468.45
Male,18,1,1,0,0,0,1058.1
Male,71,1,1,1,1,0,7616.0
Male,40,1,0,1,1,1,4113.1
Male,1,1,0,0,0,1,69.55
Male,58,1,0,1,1,1,6017.65
Male,70,1,1,1,1,1,7250.15
Female,42,1,0,0,0,0,1108.2
Male,34,0,0,0,0,0,938.65
Male,5,1,0,0,0,0,94.15
Female,25,1,0,1,0,0,2088.05
Female,2,1,0,0,1,1,178.7
Female,55,1,1,1,1,0,5656.75
Male,21,1,1,1,1,1,2317.1
Male,70,1,1,0,0,0,5986.45
Female,61,1,1,1,1,0,6751.35
Male,43,1,1,1,1,0,3566.6
Male,47,1,0,1,1,0,4889.3
Male,5,1,1,1,0,0,318.1
Female,62,1,0,0,0,0,1563.95
Female,16,1,0,1,0,1,1430.25
Male,7,1,0,1,1,1,644.35
Female,14,1,0,0,0,0,372.45
Male,60,1,0,1,0,1,5453.4
Male,34,0,1,1,0,0,1442.6
Female,50,1,1,1,1,1,5610.7
Male,38,1,0,0,0,0,963.95
Female,70,1,1,0,1,0,5222.3
Female,37,1,0,1,0,0,3340.55
Female,4,1,0,1,0,1,292.8
Male,60,1,0,0,1,0,5774.55
Male,62,1,1,0,1,0,4487.3
Male,1,1,0,0,0,1,44.4
Male,36,1,1,1,1,0,2854.95
Male,44,1,0,0,0,0,905.55
Female,55,1,0,1,1,1,5509.3
Female,72,1,0,1,1,0,7589.8
Female,12,1,0,0,0,1,229.6
Female,13,0,0,0,0,0,394.1
Male,1,1,0,1,1,1,89.9
Female,15,1,0,0,0,0,295.95
Female,65,1,1,1,1,0,5459.2
Female,12,0,1,0,0,0,444.75
Male,72,1,1,1,1,0,6782.15
Female,72,1,1,1,1,0,6510.45
Female,72,1,1,1,1,0,8476.5
Male,52,1,1,1,1,0,4461.85
Male,2,1,0,0,0,0,62.0
Female,5,1,1,1,0,0,352.65
Female,68,1,0,0,0,0,1424.9
Female,62,1,0,1,1,1,6413.65
Male,72,1,1,1,1,0,6309.65
Male,1,1,0,0,0,1,50.8
Female,66,1,1,0,0,0,5898.6
Male,72,0,1,1,1,0,4719.75
Male,26,1,0,0,0,0,457.3
Male,64,1,0,0,1,0,5822.3
Male,20,1,0,0,0,1,1463.5
Female,3,1,0,1,1,1,307.4
Male,22,1,0,1,1,1,2104.55
Male,4,1,1,0,0,1,319.15
Male,62,0,1,1,0,0,2337.45
Female,5,1,0,0,0,0,104.3
Male,59,1,0,0,1,1,5084.65
Male,3,1,0,0,0,0,121.25
Female,72,1,1,1,0,0,7015.9
Male,57,1,0,1,1,0,5598.0
Male,66,1,0,0,0,0,1269.1
Female,60,0,0,1,1,1,3027.4
Male,45,1,0,1,1,0,4634.35
Female,3,0,0,1,0,0,113.95
Female,15,1,1,1,1,1,1582.75
Female,51,0,1,1,1,0,3077.0
Female,60,1,1,0,0,0,4039.5
Male,33,1,0,0,0,0,1665.2
Male,10,1,1,1,1,1,1043.3
Male,26,1,0,0,0,0,504.2
Female,6,1,0,0,1,1,497.55
Female,67,1,1,1,1,0,7511.65
Female,49,0,1,0,0,0,1782.0
Male,1,1,0,0,0,0,20.05
Female,7,1,0,1,0,0,609.65
Female,27,1,0,1,1,0,2857.6
Male,37,1,0,1,1,0,3247.55
Female,63,1,0,1,0,1,6215.35
Male,31,1,1,0,0,0,2823.0
Male,50,1,0,1,1,1,5017.9
Male,32,1,0,0,0,0,2619.25
Female,1,0,0,0,0,1,24.6
Female,63,1,1,0,0,0,4965.1
Male,30,1,0,0,1,0,2679.7
Male,71,1,1,1,1,0,8310.55
Female,53,1,0,1,1,0,5682.25
Female,12,1,1,1,1,1,1120.95
Male,50,1,0,0,1,0,4914.9
Female,2,1,0,0,0,0,27.55
Female,9,1,0,1,1,1,923.5
Male,17,1,0,1,1,1,1625.65
Female,56,1,0,1,1,0,6068.65
Male,67,1,0,1,1,0,5398.6
Male,9,1,0,1,1,1,918.6
Male,4,1,0,1,0,0,234.85
Male,19,1,1,0,1,0,1231.85
Female,8,1,0,0,0,0,170.9
Female,71,1,1,1,1,0,7984.15
Male,10,1,0,0,0,1,688.65
Female,15,1,0,1,0,0,1288.3
Male,72,1,0,1,1,0,7848.5
Male,12,1,0,0,0,0,267.0
Male,72,1,0,0,0,0,1798.9
Male,1,1,0,0,0,1,73.55
Female,23,1,0,0,0,0,1643.55
Male,72,0,1,1,1,0,4807.45
Female,26,1,0,0,0,0,2193.0
Female,21,1,1,1,1,0,2239.4
Male,60,1,0,0,0,0,1505.9
Male,12,1,0,0,0,0,255.35
Male,16,1,0,0,0,0,1189.4
Female,63,1,0,1,1,0,4786.15
Female,22,1,0,0,0,0,1820.9
Female,32,1,1,0,1,0,2404.15
Female,3,1,0,0,0,1,205.05
Female,13,1,0,0,0,1,952.3
Female,68,1,1,1,1,0,7039.45
Female,30,1,0,0,1,0,2538.05
Female,16,1,0,0,0,0,1212.85
Male,33,1,1,0,0,0,2651.1
Male,72,1,0,0,0,0,1304.8
Female,4,1,0,0,1,1,360.1
Female,12,0,1,0,0,0,435.45
Female,4,1,0,1,0,0,308.05
Female,0,1,0,1,1,0,
Female,6,1,0,0,0,1,434.5
Female,65,1,1,1,1,0,7118.9
Female,15,1,0,0,0,0,320.45
Female,24,1,0,0,0,0,531.55
Female,13,0,0,0,0,0,382.2
Male,24,1,0,0,1,0,2001.0
Female,72,0,1,1,1,0,4919.7
Female,54,1,0,1,1,0,5645.8
Female,3,1,0,0,0,1,215.8
Male,4,1,0,0,0,0,77.6
Female,32,1,0,1,0,0,2896.55
Male,35,1,0,1,1,1,3395.8
Male,35,1,0,0,0,0,759.35
Male,2,1,0,0,0,1,85.15
Female,8,1,0,0,0,0,535.55
Male,22,1,1,0,0,0,1253.15
Female,15,1,1,0,0,0,955.15
Male,22,1,0,1,1,0,2162.6
Male,1,1,0,0,0,1,44.7
Female,71,1,0,0,0,0,1813.35
Male,4,1,0,0,0,0,245.15
Male,25,1,1,0,1,0,2028.8
Female,32,1,0,1,0,0,2723.75
Male,7,0,0,0,0,0,220.45
Male,17,1,0,0,0,0,365.8
Male,8,1,0,1,0,0,551.95
Female,56,1,1,0,1,0,4054.2
Male,1,1,0,0,0,1,45.7
Male,8,1,1,1,1,1,832.35
Male,7,1,0,0,0,1,112.3
Male,3,1,0,0,0,0,60.65
Female,71,1,1,1,0,0,5550.1
Female,2,1,0,1,1,1,174.8
Female,1,1,0,1,1,1,90.55
Male,49,1,0,1,0,0,4733.1
Male,58,1,1,1,0,0,4048.95
Male,44,0,0,0,0,1,1359.7
Female,59,1,1,1,1,0,4542.35
Male,71,1,1,1,1,1,7532.15
Male,1,1,0,0,0,1,69.9
Female,11,1,0,0,0,0,888.65
Male,62,1,0,1,1,1,6383.35
Female,35,1,1,0,0,0,1916.0
Female,20,1,0,0,0,0,413.0
Male,40,1,0,0,0,0,808.95
Female,39,1,0,0,0,0,1886.4
Male,1,1,0,0,1,1,86.6
Female,72,1,0,0,0,0,1679.25
Female,33,1,0,0,0,1,2656.5
Female,12,1,0,0,0,0,540.95
Male,1,1,0,0,0,0,19.75
Male,27,1,0,0,0,0,537.35
Male,34,1,0,0,0,0,678.8
Female,56,1,0,0,0,0,4513.65
Female,58,1,0,0,0,0,1423.85
Female,22,1,0,0,0,0,555.4
Female,10,1,0,0,0,0,225.55
Male,13,1,0,0,0,0,268.45
Female,35,1,1,0,0,1,2917.5
Female,34,1,0,0,0,1,2416.1
Female,4,1,0,1,1,1,424.45
Male,72,1,0,0,0,0,1492.1
Male,2,1,1,1,1,0,132.4
Female,7,1,0,1,1,1,660.9
Male,27,1,0,0,0,1,1893.95
Male,4,1,0,0,0,0,284.9
Female,37,1,0,0,0,0,784.25
Male,21,1,0,0,0,0,417.7
Female,53,1,0,1,1,0,5016.25
Female,18,1,1,0,1,1,1612.75
Female,2,1,0,0,0,1,119.75
Male,32,1,0,1,1,1,3204.65
Male,23,1,0,0,0,0,485.2
Male,3,1,0,0,0,0,160.85
Female,71,0,1,1,1,0,4145.25
Male,9,1,1,1,1,0,827.45
Female,1,1,0,0,0,0,49.5
Male,18,1,0,0,1,1,990.85
Male,12,1,0,0,1,1,696.35
Male,71,1,1,0,1,0,5585.4
Female,64,1,0,0,0,0,1601.2
Male,4,0,1,0,1,0,162.45
Female,23,1,0,0,0,0,470.2
Female,39,1,0,0,0,0,2066.0
Male,28,1,1,0,0,0,1426.45
Female,5,1,0,1,0,0,392.5
Female,45,1,0,0,1,0,3861.45
Male,37,1,0,0,0,0,2552.9
Female,60,1,1,1,1,0,6668.35
Male,8,1,0,1,1,1,819.4
Female,47,1,0,1,0,0,4615.25
Male,26,1,0,1,0,1,2070.6
Female,3,1,1,1,0,1,273.75
Female,50,1,0,0,0,0,3557.7
Male,27,1,1,1,1,0,1957.1
Female,8,1,0,1,1,1,729.95
Female,62,1,0,0,0,0,1416.75
Female,71,1,1,1,1,0,5924.4
Male,66,1,0,0,0,0,1697.7
Male,68,1,1,1,1,0,7849.85
Female,13,0,0,1,1,0,649.4
Male,56,1,0,0,1,0,4557.5
Male,38,1,0,0,0,1,3013.05
Male,14,1,0,1,1,1,1266.1
Female,16,1,0,0,0,0,360.35
Female,14,1,0,0,0,0,1046.5
Male,32,1,0,0,0,1,2347.9
Female,8,1,1,0,0,0,447.75
Female,43,1,0,1,1,0,4209.95
Female,52,1,1,1,0,0,3877.65
Male,3,1,1,0,0,0,152.3
Male,29,1,0,0,0,0,572.2
Female,1,1,0,0,0,1,19.65
Male,12,0,1,0,1,1,526.95
Female,16,0,0,0,1,0,552.7
Female,40,1,1,1,1,0,3208.65
Female,5,0,0,0,1,1,210.75
Male,40,1,0,1,1,1,3706.95
Female,36,1,0,0,0,0,620.75
Female,5,1,0,0,1,1,412.5
Female,10,1,0,1,0,1,832.05
Male,2,1,0,1,1,1,185.55
Male,23,1,1,1,0,1,1943.2
Male,26,1,0,0,0,0,505.9
Female,72,1,0,1,1,0,8046.85
Female,34,1,1,0,0,0,1815.3
Male,10,1,1,1,0,0,612.95
Female,14,1,1,0,0,0,795.15
Female,23,1,0,1,0,1,2169.8
Male,47,1,0,0,0,0,973.1
Male,24,1,1,0,1,0,2210.2
Male,49,1,0,1,1,1,4853.75
Male,20,1,1,0,0,0,1055.9
Female,2,1,0,0,0,1,144.55
Female,2,1,0,0,0,1,91.1
Male,22,0,1,1,1,0,1304.85
Male,7,1,0,1,1,1,713.0
Male,1,1,0,0,0,0,21.1
Female,59,1,1,0,1,0,5580.8
Female,58,1,0,0,0,0,1497.9
Female,41,1,1,1,1,1,4527.45
Female,59,1,0,0,0,0,4590.35
Female,3,1,0,0,0,0,200.2
Male,32,1,0,0,0,0,614.45
Male,46,1,0,1,1,0,4564.9
Male,0,1,0,0,0,0,
Male,2,1,0,0,1,1,171.15
Female,52,1,0,0,0,0,1012.4
Female,13,1,0,0,0,1,940.35
Female,11,1,0,1,1,1,1047.7
Male,32,1,1,0,0,0,2766.4
Male,17,1,0,1,1,1,1622.45
Female,16,1,0,0,0,0,1129.35
Female,51,1,0,1,1,0,5680.9
Male,29,1,1,1,1,0,2243.9
Male,70,1,1,0,0,0,4523.25
Female,71,1,1,0,1,0,7159.7
Male,41,1,0,1,0,0,2839.95
Male,1,1,0,1,0,0,80.55
Female,7,1,1,1,1,0,580.1
Male,25,1,0,1,1,1,2178.6
Male,67,1,1,0,0,0,6038.55
Male,5,1,1,0,0,0,259.4
Male,15,1,0,0,0,0,324.15
Female,20,1,0,0,0,0,417.65
Male,3,1,0,0,0,1,168.15
Male,54,1,1,1,1,0,5637.85
Male,42,1,0,0,0,0,839.4
Female,9,1,0,0,1,0,769.1
Female,63,1,0,1,1,0,6253.0
Female,69,1,0,0,0,0,1641.8
Female,69,1,0,0,0,0,1678.05
Male,40,1,0,0,0,0,2058.5
Male,60,0,0,0,0,0,2424.5
Female,4,1,1,0,1,1,387.2
Female,71,1,1,1,1,0,6293.45
Female,37,1,0,0,0,1,2839.65
Male,32,1,0,1,1,0,3145.9
Male,39,1,1,0,0,0,2200.7
Female,38,1,0,0,0,0,914.4
Male,52,1,0,0,1,0,4577.75
Female,48,1,0,1,1,0,4997.5
Male,70,0,1,1,1,0,4144.8
Male,20,1,0,0,0,0,1493.55
Female,50,1,1,1,1,0,4179.1
Female,19,0,0,1,1,1,893.55
Male,25,1,0,0,0,0,1611.0
Male,12,1,0,0,0,0,593.05
Male,39,1,0,1,1,1,4284.8
Male,7,1,0,0,0,1,544.55
Female,23,1,1,0,0,0,1533.8
Male,27,1,0,0,0,0,529.8
Male,47,1,0,1,0,0,3865.6
Male,26,1,0,0,0,0,515.75
Female,14,1,0,1,0,1,941.0
Female,11,1,1,1,1,1,1133.65
Male,2,1,0,0,0,0,48.35
Female,26,1,0,0,0,0,2070.05
Female,72,1,1,1,1,0,8333.95
Female,63,1,0,0,0,0,1209.25
Male,71,1,0,0,0,0,1396.25
Male,11,1,0,1,0,0,723.35
Male,14,1,0,0,0,0,228.65
Female,13,1,1,1,1,0,1161.75
Male,6,1,0,0,0,0,98.35
Male,11,1,0,0,0,0,775.3
Male,18,1,0,0,0,0,1074.65
Male,1,0,0,0,1,1,35.55
Female,32,1,0,0,0,0,2324.7
Male,29,0,1,0,0,0,1072.6
Female,3,1,0,1,0,0,170.5
Female,2,1,0,1,1,1,196.9
Male,13,1,0,1,1,1,1162.85
Female,41,0,0,0,1,0,1677.85
Female,1,1,0,0,0,0,18.85
Male,7,1,0,1,0,0,370.4
Female,52,1,0,1,0,0,3410.6
Female,45,1,0,0,0,0,1138.8
Male,70,1,1,1,0,0,5264.25
Female,53,1,0,0,0,0,1005.7
Female,62,1,0,1,0,0,5936.55
Female,60,1,0,0,1,0,5475.9
Female,3,1,0,1,0,1,224.05
Female,23,1,0,1,1,0,2326.05
Male,1,0,0,0,0,1,31.35
Female,67,1,1,0,1,0,4991.5
Female,12,1,0,1,0,1,1052.4
Female,71,1,1,0,1,0,5831.2
Male,25,1,0,0,0,0,510.8
Female,5,1,0,0,0,0,283.95
Male,26,1,0,0,0,0,1295.4
Male,1,1,0,0,0,0,19.65
Male,70,0,0,1,0,0,3011.65
Male,72,1,1,1,1,0,8093.15
Male,60,1,0,1,1,1,5610.25
Female,32,1,0,1,1,0,3217.65
Male,1,1,0,0,0,1,19.85
Female,14,1,0,0,0,0,773.2
Female,13,1,0,0,0,0,1029.35
Female,6,1,1,1,1,1,669.45
Female,46,1,0,1,1,0,3593.8
Male,15,1,1,1,1,1,1553.95
Male,43,1,1,1,0,0,3953.15
Male,39,1,1,0,0,0,1971.15
Male,21,1,0,1,0,1,1236.15
Male,57,0,0,1,1,0,3196.0
Female,53,1,1,1,1,0,4872.2
Male,18,1,0,1,0,0,1500.5
Female,1,1,0,0,1,1,60.15
Female,58,1,1,0,0,0,3478.75
Female,71,1,0,1,1,0,7413.55
Female,35,1,1,1,1,0,3532.0
Male,3,1,0,0,1,0,256.75
Male,38,1,0,1,1,0,3887.25
Male,35,1,1,0,0,0,2490.15
Male,7,1,0,1,0,1,593.45
Female,47,1,1,1,1,0,3510.3
Female,14,1,0,0,0,0,765.45
Female,20,1,0,0,1,0,1259.35
Male,66,1,1,1,1,0,5538.35
Male,15,1,0,0,0,0,340.85
Female,42,1,0,0,0,0,844.45
Female,17,1,0,0,0,0,1348.95
Male,37,1,1,1,1,0,3778.0
Female,12,1,0,0,0,0,611.65
Male,53,1,0,1,1,1,4867.95
Female,60,1,0,0,0,0,1505.05
Male,18,0,0,0,0,0,467.85
Male,1,1,0,0,0,1,74.9
Female,3,1,0,0,0,0,194.2
Female,9,1,1,1,1,0,571.45
Female,1,1,0,1,0,1,80.25
Male,56,1,0,0,0,0,5253.95
Male,17,1,0,0,0,1,1149.65
Female,11,1,1,0,1,1,740.8
Male,7,1,0,0,0,0,521.35
Female,69,1,0,0,0,0,1412.65
Male,19,1,0,0,1,1,1532.45
Female,3,1,0,0,1,1,250.05
Male,54,1,0,0,0,0,1090.6
Male,62,1,0,0,0,0,1446.8
Male,24,1,0,1,0,1,2282.55
Female,62,1,0,1,1,0,4300.45
Male,17,1,0,0,1,0,1111.2
Male,9,0,0,0,0,0,190.1
Male,64,1,1,1,0,0,4447.75
Female,2,1,0,0,0,1,143.35
Male,1,1,0,0,0,1,45.85
Female,16,0,1,1,1,1,810.2
Female,72,1,0,0,0,0,1830.05
Male,30,1,0,0,0,0,2820.65
Female,49,1,0,1,1,0,4847.35
Male,61,1,1,0,1,0,4729.3
Male,47,1,0,1,0,0,4017.45
Male,20,1,0,0,1,0,1398.6
Male,34,1,0,1,0,1,2564.3
Female,70,1,0,0,0,0,1685.9
Male,54,1,1,1,1,0,5826.65
Male,61,1,1,1,0,0,6066.55
Male,3,1,0,0,0,1,228.4
Male,13,1,0,0,0,0,270.2
Female,16,1,0,1,1,1,1529.2
Female,3,1,0,1,0,0,168.6
Male,25,1,0,0,0,0,536.35
Male,30,1,0,0,1,0,1888.45
Female,21,0,0,0,0,0,629.35
Male,1,1,0,0,0,1,45.3
Female,15,1,0,0,0,1,289.3
Male,23,1,0,1,1,0,2117.25
Female,45,1,0,1,1,0,4730.9
Female,24,1,0,0,0,0,2033.05
Female,11,1,1,1,0,1,987.95
Male,1,1,0,0,0,1,45.05
Female,56,1,1,1,1,0,5744.35
Female,1,1,0,0,0,1,75.8
Male,1,1,0,0,0,0,19.45
Female,7,1,0,0,1,1,523.15
Female,55,1,1,1,0,0,4805.3
Female,2,0,1,0,0,1,59.05
Female,72,1,1,1,1,0,6110.75
Female,45,0,0,0,1,0,1596.6
Female,47,1,0,0,0,0,1046.2
Female,46,1,0,1,1,1,4424.2
Male,2,1,0,0,0,0,92.75
Female,2,1,1,0,0,0,194.55
Female,12,1,0,0,0,0,612.1
Female,68,1,0,0,1,1,6127.6
Male,69,1,1,1,1,0,6671.7
Male,56,1,0,1,1,0,5264.3
Female,4,1,0,0,0,0,303.7
Male,64,1,1,1,0,0,4818.8
Male,59,1,0,1,1,1,6448.05
Male,62,1,1,1,1,0,7159.05
Male,63,1,0,0,0,0,1574.5
Female,53,0,1,1,0,0,2879.2
Male,5,1,0,0,0,0,86.05
Male,49,1,0,0,0,0,4159.45
Female,62,1,0,1,1,0,6638.35
Female,55,1,1,0,0,0,3112.05
Female,71,1,1,1,0,0,7168.25
Female,72,1,0,0,0,0,1326.25
Male,36,0,1,1,1,0,2234.55
Male,25,1,0,0,0,0,495.15
Female,72,1,1,1,1,0,8317.95
Female,36,1,0,0,0,0,679.8
Male,1,1,0,1,1,0,62.8
Female,72,1,0,1,1,0,7544.0
Male,59,1,0,0,0,0,1188.25
Male,7,1,0,1,1,1,676.7
Female,1,1,1,1,1,0,74.1
Female,30,1,1,1,1,0,3242.5
Male,64,1,0,0,0,0,1240.15
Male,63,1,1,0,0,0,4111.35
Male,72,1,0,1,1,0,5899.85
Male,8,1,0,0,0,1,632.95
Female,62,1,1,1,1,0,5193.2
Male,67,1,1,1,1,0,7530.8
Male,6,1,0,0,0,1,270.95
Female,70,1,1,1,1,0,5460.2
Female,20,1,0,1,0,0,1614.2
Female,5,1,0,0,0,0,402.5
Female,24,0,0,1,1,0,1367.75
Female,11,1,0,0,0,1,483.7
Male,72,1,1,1,1,0,7962.2
Female,66,1,1,0,0,0,3810.8
Female,45,1,1,1,1,0,3533.6
Female,69,1,0,0,0,0,1396.9
Male,15,1,0,0,1,1,1345.55
Female,28,1,0,1,0,0,1646.45
Female,70,1,1,1,1,1,8127.6
Female,36,1,1,0,1,0,2680.15
Male,16,1,0,1,0,1,1281.0
Female,18,1,0,1,0,1,1553.9
Female,34,1,0,1,1,1,3207.55
Male,42,0,0,0,1,0,2049.05
Male,48,1,1,0,1,0,3629.2
Male,47,1,1,1,1,1,5124.55
Female,39,1,1,0,0,1,3474.45
Female,11,1,0,0,0,0,202.3
Male,7,1,0,0,0,0,147.5
Female,3,1,0,0,0,0,86.35
Male,8,1,0,0,1,0,579.0
Male,1,1,0,0,0,1,19.45
Male,32,1,0,0,1,0,3131.55
Male,60,1,1,0,0,0,3928.3
Female,10,1,0,0,0,0,187.75
Female,71,1,0,0,0,0,1710.15
Female,4,1,0,0,0,1,76.35
Female,1,1,0,0,0,1,69.25
Female,43,0,1,1,0,0,2151.6
Male,59,1,0,1,1,1,5961.1
Female,23,1,1,0,0,0,1221.55
Female,72,1,0,0,0,0,1496.45
Male,22,1,1,0,0,0,1292.2
Female,1,0,0,0,0,0,25.15
Male,69,1,0,0,0,0,1713.1
Male,50,0,1,0,0,0,1748.9
Female,1,0,0,0,0,1,25.2
Male,2,1,0,0,0,1,96.45
Female,15,1,0,0,0,0,1114.55
Male,31,1,0,0,0,0,609.1
Male,1,1,0,0,0,1,20.15
Male,66,1,0,1,1,1,7133.25
Female,0,0,1,1,0,0,
Male,3,1,0,1,0,1,169.45
Female,8,1,0,0,0,0,141.6
Male,64,1,0,1,1,0,4688.65
Female,28,1,0,0,0,0,563.05
Female,57,1,0,1,1,0,5985.0
Female,14,1,0,0,1,1,1258.6
Male,19,1,0,0,0,0,373.5
Male,10,1,0,1,0,1,857.2
Female,51,0,0,1,1,0,2553.35
Female,67,1,0,0,0,0,4322.85
Male,11,1,0,0,0,0,250.8
Male,72,0,1,1,1,0,4549.05
Male,66,1,0,0,0,0,1359.5
Female,18,1,1,1,0,1,1639.3
Female,9,1,0,0,0,0,178.85
Female,9,1,0,0,0,0,633.85
Male,48,1,0,1,1,0,5315.1
Male,10,1,0,0,0,0,735.5
Female,9,1,0,1,1,1,889.9
Female,13,1,0,1,1,1,1290.0
Male,4,1,0,0,0,1,330.05
Male,4,1,0,0,0,1,237.95
Female,72,1,1,1,1,0,6474.4
Female,51,1,1,1,1,0,4421.95
Male,59,0,0,0,1,1,2452.7
Male,10,1,0,1,0,1,813.85
Male,61,1,0,0,0,0,4904.85
Male,54,1,1,0,0,0,4484.05
Female,33,1,0,0,0,0,2033.85
Female,27,1,0,0,0,0,538.2
Female,1,1,0,1,0,1,79.2
Male,23,1,0,1,1,0,2192.9
Male,1,1,0,0,0,0,19.85
Male,45,1,1,1,1,0,3858.05
Female,39,1,0,0,0,0,854.8
Male,5,1,0,1,1,1,347.4
Male,72,1,1,1,0,0,5815.15
Female,58,1,0,1,0,0,3970.4
Female,70,0,1,0,0,0,3058.15
Male,61,1,1,1,1,0,6145.2
Male,2,1,0,0,0,0,129.2
Female,46,1,0,0,0,0,1165.9
Female,1,1,0,0,0,1,49.95
Female,22,1,0,0,0,1,1554.0
Female,48,1,1,1,1,0,4904.25
Male,64,1,1,1,1,0,5632.55
Male,72,1,0,0,0,0,1643.25
Female,12,1,0,1,0,0,740.55
Female,34,1,0,0,1,1,3217.55
Female,72,1,0,0,1,0,4888.2
Male,29,1,0,0,0,0,2440.25
Male,33,1,0,0,0,0,620.55
Female,1,1,0,0,0,0,20.35
Female,62,1,1,1,1,0,6840.95
Male,41,1,0,1,1,1,3001.2
Female,64,1,0,1,1,1,6254.2
Female,4,1,0,0,1,0,319.6
Female,24,1,1,0,0,0,1938.05
Female,14,1,0,0,0,0,294.5
Male,3,1,0,0,0,0,58.3
Female,4,1,0,1,1,1,442.85
Female,18,0,0,0,1,1,553.0
Male,8,1,0,1,1,0,546.45
Female,35,1,0,0,0,0,797.1
Female,1,1,0,0,0,1,76.0
Male,66,1,0,0,0,0,1673.8
Male,8,0,1,0,1,0,343.45
Female,71,1,0,1,1,0,7412.25
Female,43,1,0,0,1,0,4039.0
Female,2,1,0,1,1,1,170.85
Male,29,1,0,1,1,0,2948.6
Female,15,1,0,1,0,1,1308.4
Male,65,1,1,0,0,0,6078.75
Male,35,1,1,1,0,0,3418.2
Male,64,1,0,1,1,0,6603.8
Female,58,0,1,1,1,0,3166.9
Female,18,1,0,0,0,0,865.75
Male,67,1,0,0,1,0,6373.1
Male,63,1,0,0,0,0,1177.05
Female,60,1,0,1,1,0,5985.75
